,Unnamed: 0,Timestamp,Transport,Object Type,Transfer API,UCX-Py API,NumPy Version,CuPy Version,RMM Version,UCX-Py Version,UCX Version,UCX Revision,Bandwidth
278,278.0,202106122200,CUDA_IPC_SELF,cupy,TAG,Async,1.20.3,9.1.0,21.08.00a+24.g045c6d6,0.21.0a+16.gbd55e01,1.12.0,15d01c5,309.35 GiB/s
279,279.0,202106122200,CUDA_IPC_NV1,cupy,TAG,Async,1.20.3,9.1.0,21.08.00a+24.g045c6d6,0.21.0a+16.gbd55e01,1.12.0,15d01c5,22.38 GiB/s
280,280.0,202106122200,CUDA_IPC_NV2,cupy,TAG,Async,1.20.3,9.1.0,21.08.00a+24.g045c6d6,0.21.0a+16.gbd55e01,1.12.0,15d01c5,44.28 GiB/s
281,281.0,202106122200,RC,cupy,TAG,Async,1.20.3,9.1.0,21.08.00a+24.g045c6d6,0.21.0a+16.gbd55e01,1.12.0,15d01c5,10.57 GiB/s
282,282.0,202106122200,TCP SM,cupy,AM,Async,1.20.3,9.1.0,21.08.00a+24.g045c6d6,0.21.0a+16.gbd55e01,1.12.0,15d01c5,2.52 GiB/s
283,283.0,202106122200,TCP,cupy,AM,Async,1.20.3,9.1.0,21.08.00a+24.g045c6d6,0.21.0a+16.gbd55e01,1.12.0,15d01c5,2.55 GiB/s
284,284.0,202106122200,CUDA_IPC_SELF,cupy,AM,Async,1.20.3,9.1.0,21.08.00a+24.g045c6d6,0.21.0a+16.gbd55e01,1.12.0,15d01c5,308.13 GiB/s
285,285.0,202106122200,CUDA_IPC_NV1,cupy,AM,Async,1.20.3,9.1.0,21.08.00a+24.g045c6d6,0.21.0a+16.gbd55e01,1.12.0,15d01c5,22.37 GiB/s
286,286.0,202106122200,CUDA_IPC_NV2,cupy,AM,Async,1.20.3,9.1.0,21.08.00a+24.g045c6d6,0.21.0a+16.gbd55e01,1.12.0,15d01c5,44.32 GiB/s
287,287.0,202106122200,RC,cupy,AM,Async,1.20.3,9.1.0,21.08.00a+24.g045c6d6,0.21.0a+16.gbd55e01,1.12.0,15d01c5,10.57 GiB/s
288,,202106282200,TCP SM,numpy,TAG,Core,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,2.65 GiB/s
289,,202106282200,TCP,numpy,TAG,Core,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,2.58 GiB/s
290,,202106282200,RC,numpy,TAG,Core,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,15.40 GiB/s
291,,202106282200,TCP SM,numpy,AM,Core,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,2.16 GiB/s
292,,202106282200,TCP,numpy,AM,Core,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,2.17 GiB/s
293,,202106282200,RC,numpy,AM,Core,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,3.01 GiB/s
294,,202106282200,TCP SM,cupy,TAG,Core,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,2.71 GiB/s
295,,202106282200,TCP,cupy,TAG,Core,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,2.73 GiB/s
296,,202106282200,CUDA_IPC_SELF,cupy,TAG,Core,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,4.62 GiB/s
297,,202106282200,CUDA_IPC_NV1,cupy,TAG,Core,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,5.05 GiB/s
298,,202106282200,CUDA_IPC_NV2,cupy,TAG,Core,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,5.19 GiB/s
299,,202106282200,RC,cupy,TAG,Core,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,5.33 GiB/s
300,,202106282200,TCP SM,cupy,AM,Core,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,2.71 GiB/s
301,,202106282200,TCP,cupy,AM,Core,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,2.72 GiB/s
302,,202106282200,CUDA_IPC_SELF,cupy,AM,Core,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,4.50 GiB/s
303,,202106282200,CUDA_IPC_NV1,cupy,AM,Core,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,5.03 GiB/s
304,,202106282200,CUDA_IPC_NV2,cupy,AM,Core,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,5.17 GiB/s
305,,202106282200,RC,cupy,AM,Core,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,5.26 GiB/s
306,,202106282200,TCP SM,numpy,TAG,Async,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,2.75 GiB/s
307,,202106282200,TCP,numpy,TAG,Async,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,2.70 GiB/s
308,,202106282200,RC,numpy,TAG,Async,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,15.36 GiB/s
309,,202106282200,TCP SM,numpy,AM,Async,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,2.15 GiB/s
310,,202106282200,TCP,numpy,AM,Async,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,2.14 GiB/s
311,,202106282200,RC,numpy,AM,Async,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,3.02 GiB/s
312,,202106282200,TCP SM,cupy,TAG,Async,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,2.70 GiB/s
313,,202106282200,TCP,cupy,TAG,Async,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,2.71 GiB/s
314,,202106282200,CUDA_IPC_SELF,cupy,TAG,Async,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,4.48 GiB/s
315,,202106282200,CUDA_IPC_NV1,cupy,TAG,Async,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,4.98 GiB/s
316,,202106282200,CUDA_IPC_NV2,cupy,TAG,Async,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,5.17 GiB/s
317,,202106282200,RC,cupy,TAG,Async,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,5.30 GiB/s
318,,202106282200,TCP SM,cupy,AM,Async,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,2.70 GiB/s
319,,202106282200,TCP,cupy,AM,Async,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,2.70 GiB/s
320,,202106282200,CUDA_IPC_SELF,cupy,AM,Async,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,4.58 GiB/s
321,,202106282200,CUDA_IPC_NV1,cupy,AM,Async,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,4.98 GiB/s
322,,202106282200,CUDA_IPC_NV2,cupy,AM,Async,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,5.11 GiB/s
323,,202106282200,RC,cupy,AM,Async,1.21.0,9.2.0,21.08.00a+32.g3c86211,0.21.0a+25.gc9b4f94,1.12.0,d539c6d,5.25 GiB/s
